,Number,IncidentAddress,Street,Town,State,Zip,IncidentLatitude,IncidentLongitude,Coordinates
30704,2018-00003648,2308 North BERKSHIRE A Charlottesville VA 22901,2308 North BERKSHIRE A,Charlottesville,VA,22901,38.063525,-78.497398,"(38.063525, -78.497398)"
30709,2018-00003649,235 Hereford Charlottesville VA 22903,235 Hereford,Charlottesville,VA,22903,38.028918,-78.518781,"(38.028918, -78.518781)"
30711,2018-00003651,108 LANKFORD Charlottesville VA 22902,108 LANKFORD,Charlottesville,VA,22902,38.021509,-78.487622,"(38.021509, -78.487622)"
30714,2018-00003653,1223 PARK A-2 Charlottesville VA 22901,1223 PARK A-2,Charlottesville,VA,22901,38.045227,-78.471307,"(38.045227, -78.471307)"
30717,2018-00003654,Interstate 64 Charlottesville VA 22903,Interstate 64,Charlottesville,VA,22903,38.021771,-78.558998,"(38.021771, -78.558998)"
30721,2018-00003655,401 PARK Charlottesville VA 22902,401 PARK,Charlottesville,VA,22902,38.03198,-78.476994,"(38.03198, -78.476994)"
30722,2018-00003656,112 STADIUM 31 Charlottesville VA 22903,112 STADIUM 31,Charlottesville,VA,22903,38.032111,-78.509575,"(38.032111, -78.509575)"
30728,2018-00003663,1913 CEDAR HILL A Charlottesville VA 22901,1913 CEDAR HILL A,Charlottesville,VA,22901,38.064229,-78.494323,"(38.064229, -78.494323)"
30731,2018-00003664,834 BOLLING Charlottesville VA 22902,834 BOLLING,Charlottesville,VA,22902,38.022124,-78.476674,"(38.022124, -78.476674)"
30734,2018-00003665,1210 LEE Charlottesville VA 22903,1210 LEE,Charlottesville,VA,22903,38.031444,-78.497432,"(38.031444, -78.497432)"
30741,2018-00003670,180 RUGBY Charlottesville VA 22903,180 RUGBY,Charlottesville,VA,22903,38.038844,-78.502138,"(38.038844, -78.502138)"
30747,2018-00003673,207 DICE Charlottesville VA 22902,207 DICE,Charlottesville,VA,22902,38.02813,-78.485958,"(38.02813, -78.485958)"
30755,2018-00003674,1709 North Emmet North City of Charlottesville VA 22901,1709 North Emmet North City of,Charlottesville,VA,22901,38.059583,-78.494096,"(38.059583, -78.494096)"
30759,2018-00003675,500 250 City of Charlottesville VA 22901,500 250 City of,Charlottesville,VA,22901,38.041609,-78.473861,"(38.041609, -78.473861)"
30763,2018-00003681,5TH ST SW / 5TH STREET STATION Charlottesville VA 22902,5TH ST SW / 5TH STREET STATION,Charlottesville,VA,22902,38.012189,-78.502685,"(38.012189, -78.502685)"
30767,2018-00003685,1335 LEE Charlottesville VA 22904,1335 LEE,Charlottesville,VA,22904,38.032851,-78.499882,"(38.032851, -78.499882)"
30771,2018-00003686,129 CHANCELLOR Charlottesville VA 22903,129 CHANCELLOR,Charlottesville,VA,22903,38.037443,-78.501025,"(38.037443, -78.501025)"
30772,2018-00003689,504 East MARKET Charlottesville VA 22902,504 East MARKET,Charlottesville,VA,22902,38.03045,-78.477851,"(38.03045, -78.477851)"
30774,2018-00003690,500 1ST South 201 Charlottesville VA 22902,500 1ST South 201,Charlottesville,VA,22902,38.026601,-78.483836,"(38.026601, -78.483836)"
30777,2018-00003691,East HIGH ST / WILLOW Charlottesville VA 22902,East HIGH ST / WILLOW,Charlottesville,VA,22902,38.03369,-78.460955,"(38.03369, -78.460955)"
30778,2018-00003695,814 ST JAMES Charlottesville VA 22902,814 ST JAMES,Charlottesville,VA,22902,38.035238,-78.464618,"(38.035238, -78.464618)"
30782,2018-00003699,1574 RIO East Charlottesville VA 22901,1574 RIO East,Charlottesville,VA,22901,38.080464,-78.473237,"(38.080464, -78.473237)"
30785,2018-00003700,1655 Meridian Charlottesville VA 22902,1655 Meridian,Charlottesville,VA,22902,38.014229,-78.481235,"(38.014229, -78.481235)"
30788,2018-00003701,101 East Market Charlottesville VA 22902,101 East Market,Charlottesville,VA,22902,38.031577,-78.481096,"(38.031577, -78.481096)"
30791,2018-00003702,1574 RIO East Charlottesville VA 22901,1574 RIO East,Charlottesville,VA,22901,38.080464,-78.473237,"(38.080464, -78.473237)"
30794,2018-00003705,1606 CENTER Charlottesville VA 22903,1606 CENTER,Charlottesville,VA,22903,38.024706,-78.507714,"(38.024706, -78.507714)"
30800,2018-00003707,615 East Water Charlottesville VA 22902,615 East Water,Charlottesville,VA,22902,38.029146,-78.47731,"(38.029146, -78.47731)"
30803,2018-00003708,2118 ANGUS 9 Charlottesville VA 22901,2118 ANGUS 9,Charlottesville,VA,22901,38.060111,-78.495577,"(38.060111, -78.495577)"
30808,2018-00003710,722 PROSPECT J Charlottesville VA 22903,722 PROSPECT J,Charlottesville,VA,22903,38.023975,-78.494558,"(38.023975, -78.494558)"
30812,2018-00003711,123 East MAIN Charlottesville VA 22902,123 East MAIN,Charlottesville,VA,22902,38.030838,-78.48088,"(38.030838, -78.48088)"
30819,2018-00003712,WESTFIELD Charlottesville VA 22901,WESTFIELD,Charlottesville,VA,22901,38.071319,-78.483447,"(38.071319, -78.483447)"
30823,2018-00003714,500 1ST South Charlottesville VA 22902,500 1ST South,Charlottesville,VA,22902,38.027062,-78.483015,"(38.027062, -78.483015)"
30826,2018-00003716,1312 Popular Charlottesville VA 22902,1312 Popular,Charlottesville,VA,22902,38.031672,-78.4637,"(38.031672, -78.4637)"
30830,2018-00003722,115 CLEVELAND A Charlottesville VA 22903,115 CLEVELAND A,Charlottesville,VA,22903,38.020525,-78.51327,"(38.020525, -78.51327)"
30836,2018-00003733,532 PARK Charlottesville VA 22902,532 PARK,Charlottesville,VA,22902,38.034364,-78.475771,"(38.034364, -78.475771)"
30842,2018-00003739,832 CHERRY Charlottesville VA 22903,832 CHERRY,Charlottesville,VA,22903,38.028551,-78.494855,"(38.028551, -78.494855)"
30843,2018-00003742,119 BLINCOE Charlottesville VA 22902,119 BLINCOE,Charlottesville,VA,22902,38.016084,-78.483403,"(38.016084, -78.483403)"
30849,2018-00003745,207 RIDGE Charlottesville VA 22903,207 RIDGE,Charlottesville,VA,22903,38.029032,-78.486558,"(38.029032, -78.486558)"
30852,2018-00003749,113 Apple Tree A Charlottesville VA 22903,113 Apple Tree A,Charlottesville,VA,22903,38.027529,-78.51988,"(38.027529, -78.51988)"
30857,2018-00003754,1215 LEE Charlottesville VA 22908,1215 LEE,Charlottesville,VA,22908,38.031028,-78.498547,"(38.031028, -78.498547)"
30867,2018-00003755,1215 LEE Charlottesville VA 22908,1215 LEE,Charlottesville,VA,22908,38.031028,-78.498547,"(38.031028, -78.498547)"
30873,2018-00003758,1422 FOREST RIDGE Charlottesville VA 22903,1422 FOREST RIDGE,Charlottesville,VA,22903,38.02304,-78.49835,"(38.02304, -78.49835)"
30876,2018-00003759,132 CHANCELLOR Charlottesville VA 22903,132 CHANCELLOR,Charlottesville,VA,22903,38.037025,-78.500723,"(38.037025, -78.500723)"
30883,2018-00003760,2516 WOODLAND Charlottesville VA 22903,2516 WOODLAND,Charlottesville,VA,22903,38.019401,-78.51169,"(38.019401, -78.51169)"
30893,2018-00003761,1820 DAIRY Charlottesville VA 22903,1820 DAIRY,Charlottesville,VA,22903,38.054626,-78.486708,"(38.054626, -78.486708)"
30897,2018-00003763,MONTICELLO AVE / CARLTON Charlottesville VA 22902,MONTICELLO AVE / CARLTON,Charlottesville,VA,22902,38.020932,-78.474025,"(38.020932, -78.474025)"
30900,2018-00003766,810 MONTROSE BASEMENT APT Charlottesville VA 22902,810 MONTROSE BASEMENT APT,Charlottesville,VA,22902,38.020812,-78.478649,"(38.020812, -78.478649)"
30904,2018-00003769,6TH ST SE Southeast Charlottesville VA 22902,6TH ST SE Southeast,Charlottesville,VA,22902,38.018123,-78.48574,"(38.018123, -78.48574)"
30910,2018-00003770,401 4TH Northwest 101 Charlottesville VA 22903,401 4TH Northwest 101,Charlottesville,VA,22903,38.034066,-78.485466,"(38.034066, -78.485466)"
30912,2018-00003771,1242 CEDARS 418A Charlottesville VA 22903,1242 CEDARS 418A,Charlottesville,VA,22903,38.056437,-78.500668,"(38.056437, -78.500668)"
30914,2018-00003773,295 MASSIE Charlottesville VA 22903,295 MASSIE,Charlottesville,VA,22903,38.045979,-78.506672,"(38.045979, -78.506672)"
30920,2018-00003774,1540 JEFFERSON PARK Charlottesville VA 22903,1540 JEFFERSON PARK,Charlottesville,VA,22903,38.031798,-78.505417,"(38.031798, -78.505417)"
30923,2018-00003775,1203 GRADY Charlottesville VA 22903,1203 GRADY,Charlottesville,VA,22903,38.039531,-78.494421,"(38.039531, -78.494421)"
30930,2018-00003776,6 CANTERBURY Charlottesville VA 22903,6 CANTERBURY,Charlottesville,VA,22903,38.04884,-78.529572,"(38.04884, -78.529572)"
30933,2018-00003779,100 Zan Charlottesville VA 22901,100 Zan,Charlottesville,VA,22901,38.063651,-78.489493,"(38.063651, -78.489493)"
30937,2018-00003782,111 MONTICELLO Charlottesville VA 22902,111 MONTICELLO,Charlottesville,VA,22902,38.028216,-78.483656,"(38.028216, -78.483656)"
30939,2018-00003788,I-64 120 WB Charlottesville VA 22902,I-64 120 WB,Charlottesville,VA,22902,38.008325,-78.509954,"(38.008325, -78.509954)"
30942,2018-00003789,729 ORANGEDALE Charlottesville VA 22903,729 ORANGEDALE,Charlottesville,VA,22903,38.023592,-78.496562,"(38.023592, -78.496562)"
30946,2018-00003790,1101 East JEFFERSON 3 Charlottesville VA 22902,1101 East JEFFERSON 3,Charlottesville,VA,22902,38.029445,-78.471274,"(38.029445, -78.471274)"
30948,2018-00003792,BRANDYWINE Charlottesville VA 22901,BRANDYWINE,Charlottesville,VA,22901,38.057743,-78.488434,"(38.057743, -78.488434)"
30950,2018-00003794,1797 Hydraulic Charlottesville VA 22901,1797 Hydraulic,Charlottesville,VA,22901,38.059679,-78.489242,"(38.059679, -78.489242)"
30952,2018-00003797,1215 LEE G410 Charlottesville VA 22908,1215 LEE G410,Charlottesville,VA,22908,38.031028,-78.498547,"(38.031028, -78.498547)"
30955,2018-00003798,800 East MARKET Charlottesville VA 22902,800 East MARKET,Charlottesville,VA,22902,38.029572,-78.476028,"(38.029572, -78.476028)"
30961,2018-00003799,123 East MAIN Charlottesville VA 22902,123 East MAIN,Charlottesville,VA,22902,38.030838,-78.48088,"(38.030838, -78.48088)"
30964,2018-00003802,1129 Leonard Charlottesville VA 22902,1129 Leonard,Charlottesville,VA,22902,38.020663,-78.471901,"(38.020663, -78.471901)"
30967,2018-00003803,1600 GORDON 205 Charlottesville VA 22903,1600 GORDON 205,Charlottesville,VA,22903,38.039929,-78.498853,"(38.039929, -78.498853)"
30972,2018-00003807,1500 CARLTON 53 Charlottesville VA 22902,1500 CARLTON 53,Charlottesville,VA,22902,38.021591,-78.462958,"(38.021591, -78.462958)"
30979,2018-00003809,718 Orangedale Charlottesville VA 22903,718 Orangedale,Charlottesville,VA,22903,38.023828,-78.49575,"(38.023828, -78.49575)"
30982,2018-00003812,1600 Gordon 206 Charlottesville VA 22903,1600 Gordon 206,Charlottesville,VA,22903,38.039929,-78.498853,"(38.039929, -78.498853)"
30986,2018-00003813,1005 ALTAVISTA A Charlottesville VA 22902,1005 ALTAVISTA A,Charlottesville,VA,22902,38.018278,-78.47661,"(38.018278, -78.47661)"
30991,2018-00003814,924 1ST South B Charlottesville VA 22902,924 1ST South B,Charlottesville,VA,22902,,,"(nan, nan)"
30992,2018-00003814,924 1ST South B Charlottesville VA 22902,924 1ST South B,Charlottesville,VA,22902,,,"(nan, nan)"
30993,2018-00003816,401 4TH Northwest 104 Charlottesville VA 22903,401 4TH Northwest 104,Charlottesville,VA,22903,38.034066,-78.485466,"(38.034066, -78.485466)"
30997,2018-00003819,1644 OXFORD Charlottesville VA 22903,1644 OXFORD,Charlottesville,VA,22903,38.048174,-78.490521,"(38.048174, -78.490521)"
31003,2018-00003821,COPELEY RD / LANNIGAN 1000 Charlottesville VA 22903,COPELEY RD / LANNIGAN 1000,Charlottesville,VA,22903,38.044651,-78.510879,"(38.044651, -78.510879)"
31006,2018-00003823,1109 ALTAVISTA Charlottesville VA 22902,1109 ALTAVISTA,Charlottesville,VA,22902,38.017421,-78.47475,"(38.017421, -78.47475)"
31010,2018-00003828,1242 Cedars 406A Charlottesville VA 22903,1242 Cedars 406A,Charlottesville,VA,22903,38.056437,-78.500668,"(38.056437, -78.500668)"
31014,2018-00003832,212 7TH Northeast Charlottesville VA 22902,212 7TH Northeast,Charlottesville,VA,22902,38.030284,-78.4765,"(38.030284, -78.4765)"
31016,2018-00003833,500 Ray C Hunt 7 Charlottesville VA 22903,500 Ray C Hunt 7,Charlottesville,VA,22903,38.023817,-78.526373,"(38.023817, -78.526373)"
31019,2018-00003834,828 MCINTIRE Charlottesville VA 22902,828 MCINTIRE,Charlottesville,VA,22902,38.042317,-78.47524,"(38.042317, -78.47524)"
31021,2018-00003835,1335 Carlton Charlottesville VA 22902,1335 Carlton,Charlottesville,VA,22902,38.021752,-78.464846,"(38.021752, -78.464846)"
31025,2018-00003836,100 WEGMANS Charlottesville VA 22902,100 WEGMANS,Charlottesville,VA,22902,38.008762,-78.500484,"(38.008762, -78.500484)"
31027,2018-00003838,MM 118 East 64 Charlottesville VA 22903,MM 118 East 64,Charlottesville,VA,22903,38.020785,-78.536719,"(38.020785, -78.536719)"
31030,2018-00003840,1522 East High Charlottesville VA 22902,1522 East High,Charlottesville,VA,22902,38.033525,-78.460729,"(38.033525, -78.460729)"
31034,2018-00003842,10TH ST NW / ROOSEVELT BROWN Charlottesville VA 22903,10TH ST NW / ROOSEVELT BROWN,Charlottesville,VA,22903,38.0326,-78.494767,"(38.0326, -78.494767)"
31037,2018-00003843,1306 HAMPTON Charlottesville VA 22902,1306 HAMPTON,Charlottesville,VA,22902,38.020043,-78.470552,"(38.020043, -78.470552)"
31041,2018-00003845,1705 RUGBY Charlottesville VA 22903,1705 RUGBY,Charlottesville,VA,22903,38.04658,-78.491492,"(38.04658, -78.491492)"
31044,2018-00003848,1305 WERTLAND B7 Charlottesville VA 22903,1305 WERTLAND B7,Charlottesville,VA,22903,38.035216,-78.497585,"(38.035216, -78.497585)"
31047,2018-00003852,427 QUARRY Charlottesville VA 22902,427 QUARRY,Charlottesville,VA,22902,38.015328,-78.478487,"(38.015328, -78.478487)"
31049,2018-00003853,725 STONEHENGE Charlottesville VA 22902,725 STONEHENGE,Charlottesville,VA,22902,38.018379,-78.481716,"(38.018379, -78.481716)"
31054,2018-00003854,606 9TH Southwest Charlottesville VA 22903,606 9TH Southwest,Charlottesville,VA,22903,38.026737,-78.495066,"(38.026737, -78.495066)"
31058,2018-00003855,500 CHERRY Charlottesville VA 22903,500 CHERRY,Charlottesville,VA,22903,38.026057,-78.490886,"(38.026057, -78.490886)"
31061,2018-00003858,1340 JEFFERSON PARK Charlottesville VA 22903,1340 JEFFERSON PARK,Charlottesville,VA,22903,38.032466,-78.500682,"(38.032466, -78.500682)"
31067,2018-00003872,205 14TH Northwest 1 Charlottesville VA 22903,205 14TH Northwest 1,Charlottesville,VA,22903,38.035032,-78.499153,"(38.035032, -78.499153)"
31071,2018-00003873,1337 CARLTON 210 Charlottesville VA 22902,1337 CARLTON 210,Charlottesville,VA,22902,38.021646,-78.463968,"(38.021646, -78.463968)"
31074,2018-00003877,1159 MILLMONT Charlottesville VA 22903,1159 MILLMONT,Charlottesville,VA,22903,38.054342,-78.501024,"(38.054342, -78.501024)"
31076,2018-00003879,1418 HAMPTON Charlottesville VA 22902,1418 HAMPTON,Charlottesville,VA,22902,38.018508,-78.46777,"(38.018508, -78.46777)"
31078,2018-00003880,100 West WATER Charlottesville VA 22902,100 West WATER,Charlottesville,VA,22902,38.030114,-78.482262,"(38.030114, -78.482262)"
31085,2018-00003881,90 GELDARD Charlottesville VA 22904,90 GELDARD,Charlottesville,VA,22904,38.032881,-78.512265,"(38.032881, -78.512265)"
31091,2018-00003883,1301 EMMET North Charlottesville VA 22903,1301 EMMET North,Charlottesville,VA,22903,38.055058,-78.498393,"(38.055058, -78.498393)"
31094,2018-00003896,2162 Barracks Charlottesville VA 22903,2162 Barracks,Charlottesville,VA,22903,38.054397,-78.499668,"(38.054397, -78.499668)"
31098,2018-00003897,300 Block Rt 250 Bypass City of Charlottesville VA 22901,300 Block Rt 250 Bypass City of,Charlottesville,VA,22901,38.055269,-78.483514,"(38.055269, -78.483514)"
31102,2018-00003898,103 OLD FIFTH Charlottesville VA 22903,103 OLD FIFTH,Charlottesville,VA,22903,38.014899,-78.500714,"(38.014899, -78.500714)"
31105,2018-00003902,1417 EMMET North A Charlottesville VA 22903,1417 EMMET North A,Charlottesville,VA,22903,38.056295,-78.496405,"(38.056295, -78.496405)"
31109,2018-00003905,ALDERMAN Charlottesville VA 22903,ALDERMAN,Charlottesville,VA,22903,38.035196,-78.514108,"(38.035196, -78.514108)"
31113,2018-00003917,1417 SHORT 18TH A Charlottesville VA 22902,1417 SHORT 18TH A,Charlottesville,VA,22902,38.02642,-78.460926,"(38.02642, -78.460926)"
31115,2018-00003918,112 West MARKET Charlottesville VA 22902,112 West MARKET,Charlottesville,VA,22902,38.031573,-78.481473,"(38.031573, -78.481473)"
31120,2018-00003921,1803 EMMET North Charlottesville VA 22901,1803 EMMET North,Charlottesville,VA,22901,38.060682,-78.494455,"(38.060682, -78.494455)"
31126,2018-00003922,450 COPELEY Charlottesville VA 22903,450 COPELEY,Charlottesville,VA,22903,38.045664,-78.510834,"(38.045664, -78.510834)"
31128,2018-00003924,1242 CEDARS 324 Charlottesville VA 22903,1242 CEDARS 324,Charlottesville,VA,22903,38.056437,-78.500668,"(38.056437, -78.500668)"
31132,2018-00003932,1200 CARLTON Charlottesville VA 22902,1200 CARLTON,Charlottesville,VA,22902,38.023364,-78.471672,"(38.023364, -78.471672)"
31134,2018-00003933,415 GARRETT F Charlottesville VA 22902,415 GARRETT F,Charlottesville,VA,22902,38.028029,-78.480312,"(38.028029, -78.480312)"
31156,2018-00003939,1343 CHESAPEAKE Charlottesville VA 22902,1343 CHESAPEAKE,Charlottesville,VA,22902,38.026244,-78.463165,"(38.026244, -78.463165)"
31158,2018-00003945,1218 Agnese Charlottesville VA 22901,1218 Agnese,Charlottesville,VA,22901,38.047817,-78.462111,"(38.047817, -78.462111)"
31162,2018-00003948,546 CLEVELAND B Charlottesville VA 22903,546 CLEVELAND B,Charlottesville,VA,22903,38.017038,-78.502144,"(38.017038, -78.502144)"
31165,2018-00003953,415 GARRETT C Charlottesville VA 22902,415 GARRETT C,Charlottesville,VA,22902,38.026851,-78.480872,"(38.026851, -78.480872)"
31189,2018-00003958,2441 OLD IVY 1000 Charlottesville VA 22903,2441 OLD IVY 1000,Charlottesville,VA,22903,38.049852,-78.520801,"(38.049852, -78.520801)"
31194,2018-00003962,1900 EMMET North Charlottesville VA 22901,1900 EMMET North,Charlottesville,VA,22901,38.059655,-78.493224,"(38.059655, -78.493224)"
31198,2018-00003965,1215 LEE Charlottesville VA 22908,1215 LEE,Charlottesville,VA,22908,38.031028,-78.498547,"(38.031028, -78.498547)"
31205,2018-00003966,1215 LEE Charlottesville VA 22908,1215 LEE,Charlottesville,VA,22908,38.031028,-78.498547,"(38.031028, -78.498547)"
31208,2018-00003969,1221 LEE Charlottesville VA 22903,1221 LEE,Charlottesville,VA,22903,38.031636,-78.498171,"(38.031636, -78.498171)"
31215,2018-00003970,1101 Seminole City of Charlottesville VA 22901,1101 Seminole City of,Charlottesville,VA,22901,38.066034,-78.487366,"(38.066034, -78.487366)"
31219,2018-00003976,1400 MELBOURNE City of Charlottesville VA 22901,1400 MELBOURNE City of,Charlottesville,VA,22901,38.05342,-78.472908,"(38.05342, -78.472908)"
31223,2018-00003977,Rugby Charlottesville VA 22903,Rugby,Charlottesville,VA,22903,38.042773,-78.500017,"(38.042773, -78.500017)"
31227,2018-00003979,100 WILTON PASTURE 301 Charlottesville VA 22911,100 WILTON PASTURE 301,Charlottesville,VA,22911,38.035602,-78.448069,"(38.035602, -78.448069)"
31230,2018-00003990,2011 HOLIDAY 120 Charlottesville VA 22901,2011 HOLIDAY 120,Charlottesville,VA,22901,38.057719,-78.492543,"(38.057719, -78.492543)"
31235,2018-00003991,Seminole South Charlottesville VA 22903,Seminole South,Charlottesville,VA,22903,38.020785,-78.536719,"(38.020785, -78.536719)"
31238,2018-00003995,764 PROSPECT E Charlottesville VA 22903,764 PROSPECT E,Charlottesville,VA,22903,38.023457,-78.493441,"(38.023457, -78.493441)"
31241,2018-00003996,415 East MAIN Charlottesville VA 22902,415 East MAIN,Charlottesville,VA,22902,38.030033,-78.47878,"(38.030033, -78.47878)"
31246,2018-00003997,766 PROSPECT H Charlottesville VA 22903,766 PROSPECT H,Charlottesville,VA,22903,38.023457,-78.493441,"(38.023457, -78.493441)"
31251,2018-00004001,1415 SHORT 18TH A Charlottesville VA 22902,1415 SHORT 18TH A,Charlottesville,VA,22902,38.026486,-78.461078,"(38.026486, -78.461078)"
